"Canal";"Canal Width";"Canal Depth";"Canal Fee";"Distance Using Canal";"Distance Not Using Canal";"Risk Of Piracy";"Applicable Loadline";"Start Port";"Start Port Port Limit";"Start Port Penalty for Greylisted Flag";"Start Port Ice Class Required";"Start Port Penalty for High Sulphur Fuel";"Start Port Bunker Price";"Start Port Port Tariff";"Start Port Waiting Time";"Start Port Loading Capacity";"Start Port Unloading Capacity";"Start Port Repair Costs";"Start Port Dock Size";"Start Port Yearly Port Trade";"End Port";"End Port Port Limit";"End Port Penalty for Greylisted Flag";"End Port Ice Class Required";"End Port Penalty for High Sulphur Fuel";"End Port Bunker Price";"End Port Port Tariff";"End Port Waiting Time";"End Port Loading Capacity";"End Port Unloading Capacity";"End Port Repair Costs";"End Port Dock Size";"End Port Yearly Port Trade"
"No";200;50;0;0;0;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"No";200;50;0;10430;10430;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"No";200;50;0;10379;10379;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"No";200;50;0;11024;11024;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"No";200;50;0;6620;6620;0;"WNA";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"No";200;50;0;6521;6521;0;"WNA";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"No";200;50;0;6313;6313;0;"WNA";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"No";200;50;0;6817;6817;0;"WNA";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"No";200;50;0;8344;8344;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"No";200;50;0;9234;9234;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"No";200;50;0;8416;8416;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"No";200;50;0;7208;7208;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"No";200;50;0;6257;6257;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"No";200;50;0;6003;6003;0;"WNA";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"No";200;50;0;8499;8499;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"No";200;50;0;8200;8200;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"Suez";77.5;20;2;8203;8398;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"No";200;50;0;5548;5548;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"No";200;50;0;4452;4452;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"No";200;50;0;7365;7365;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"No";200;50;0;6747;6747;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"No";200;50;0;6122;6122;0;"WNA";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"No";200;50;0;6717;6717;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"No";200;50;0;8031;8031;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"No";200;50;0;8930;8930;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"No";200;50;0;6953;6953;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"No";200;50;0;6985;6985;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"No";200;50;0;9381;9381;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"No";200;50;0;10164;10164;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"No";200;50;0;10542;10542;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"No";200;50;0;3955;3955;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;4545;4545;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;3804;3804;0;"Design";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"No";200;50;0;2421;2421;0;"WNA";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"No";200;50;0;2624;2624;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"No";200;50;0;4709;4709;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;4030;4030;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;4461;4461;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;4523;4523;0;"Tropic";"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"Suez";77.5;20;2;11692;15010;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"Suez";77.5;20;2;12065;15383;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"Suez";77.5;20;2;12328;15646;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"Suez";77.5;20;2;11908;15226;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"Suez";77.5;20;2;9102;15637;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"Suez";77.5;20;2;9216;15751;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"Suez";77.5;20;2;9346;14245;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"No";200;50;0;1108;1108;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"No";200;50;0;1743;1743;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"No";200;50;0;1225;1225;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"Panama";32.53;12.6;2;11511;11580;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;10957;10957;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;10430;10430;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"No";200;50;0;0;0;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"No";200;50;0;159;159;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"No";200;50;0;1079;1079;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"Suez";77.5;20;2;11248;14566;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"Suez";77.5;20;2;11149;14467;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"Suez";77.5;20;2;10983;14301;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"Suez";77.5;20;2;11445;14763;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"No";200;50;0;5395;5395;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"No";200;50;0;4610;4610;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"No";200;50;0;5847;5847;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"Suez";77.5;20;2;8572;15136;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"Suez";77.5;20;2;9486;14185;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"Suez";77.5;20;2;10625;13943;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"No";200;50;0;6390;6390;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"No";200;50;0;6102;6102;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"No";200;50;0;7281;7281;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"Suez";77.5;20;2;9915;13476;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"Suez";77.5;20;2;11027;12395;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"Suez";77.5;20;2;8130;15293;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"Panama";32.53;12.6;2;9074;15942;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"Panama";32.53;12.6;2;9506;15191;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"No";200;50;0;4870;4870;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"No";200;50;0;4175;4175;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"No";200;50;0;3724;3724;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"No";200;50;0;4289;4289;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"No";200;50;0;4926;4926;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"No";200;50;0;2960;2960;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"No";200;50;0;3056;3056;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"No";200;50;0;2267;2267;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"No";200;50;0;9116;9116;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;7738;7738;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;8422;8422;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"No";200;50;0;9190;9190;0;"WNA";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"No";200;50;0;9213;9213;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"No";200;50;0;7636;7636;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"Panama";32.53;12.6;2;11483;11607;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;11001;11001;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;10504;10504;0;"Design";"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"Suez";77.5;20;2;11639;14955;0;"WNA";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"Suez";77.5;20;2;12012;15328;0;"WNA";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"Suez";77.5;20;2;12275;15591;0;"WNA";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"Suez";77.5;20;2;11855;15171;0;"WNA";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"Suez";77.5;20;2;9049;15582;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"Suez";77.5;20;2;9163;15696;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"Suez";77.5;20;2;9293;15826;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"No";200;50;0;1051;1051;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"No";200;50;0;1682;1682;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"No";200;50;0;1167;1167;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;11525;11525;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;10906;10906;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;10379;10379;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"No";200;50;0;159;159;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"No";200;50;0;0;0;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"No";200;50;0;1018;1018;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"Suez";77.5;20;2;11195;14511;0;"WNA";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"Suez";77.5;20;2;11096;14412;0;"WNA";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"Suez";77.5;20;2;10930;14246;0;"WNA";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"Suez";77.5;20;2;11392;14708;0;"WNA";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"No";200;50;0;5342;5342;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"No";200;50;0;4557;4557;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"No";200;50;0;5794;5794;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"Suez";77.5;20;2;8519;15081;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"Suez";77.5;20;2;9433;14130;0;"Design";"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
